zone_name,Element,Adjacent condition,Area-Nett (m2),Flow path,U-Value (W/K-m2),U-Value*Area (W/K),Km (KJ/m2-K),Km*Area (KJ/K),SROut (m2-K/W),SRIn (m2-K/W),Orientation (deg E of N),Slope (deg),Heavyweight?,Embodied Carbon (kgCO2),Embodied Carbon Flag,Equivalent CO2 (kgCO2),Equivalent CO2 Flag,Cost of Surface Finish (EGP)
2nd Floor plan - Zone 61,Ceiling,3rd floor plan - Zone 9,12.95,Project internal floor_Reversed,2.929,37.9289,88.2,1142.19,0.17,0.1,180.0,0.0,True,108.78,,108.78,,5518.0
2nd Floor plan - Zone 61,Ceiling,3rd floor plan - Zone 10,5.829,Project internal floor_Reversed,2.929,17.0724,88.2,514.1178,0.17,0.1,180.0,0.0,True,48.964,,48.964,,2484.0
2nd Floor plan - Zone 61,Ceiling,3rd floor plan - Zone 8,2.206,Project internal floor_Reversed,2.929,6.4611,88.2,194.5692,0.17,0.1,180.0,0.0,True,18.53,,18.53,,940.0
2nd Floor plan - Zone 61,Ceiling,3rd floor plan - Zone 7,2.116,Project internal floor_Reversed,2.929,6.1975,88.2,186.6312,0.17,0.1,180.0,0.0,True,17.774,,17.774,,902.0
2nd Floor plan - Zone 61,Wall,Outside,14.347,Best wall,1.774,25.4529,143.164,2053.974,0.04,0.13,270.0,90.0,True,1904.995,,1947.175,,5434.0
2nd Floor plan - Zone 61,Partition,2nd Floor plan - Zone 66,19.075,Project partition,1.639,31.2705,22.5,429.1876,0.13,0.13,180.0,90.0,True,0.0,,0.0,,7225.0
2nd Floor plan - Zone 61,Partition,2nd Floor plan - Zone 66,35.975,Project partition,1.639,58.9754,22.5,809.4376,0.13,0.13,90.0,90.0,True,0.0,,0.0,,13627.0
2nd Floor plan - Zone 61,Partition,2nd Floor plan - Zone 59,19.075,Project partition,1.639,31.2705,22.5,429.1876,0.13,0.13,0.0,90.0,True,51.503,,55.794,,7225.0
2nd Floor plan - Zone 61,Partition,2nd Floor plan - Zone 59,15.81,Project partition,1.639,25.918,22.5,355.725,0.13,0.13,270.0,90.0,True,42.687,,46.244,,5989.0
2nd Floor plan - Zone 61,Glazing,Outside,5.818,SageGlass Climatop Blue No Tint,0.687,3.997,0.0,0.0,0.061,0.293,270.0,90.0,False,295.904,**,295.904,**,0.0
2nd Floor plan - Zone 62,Infiltration,Outside,,,,45.07,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 62,Floor,First floor - Zone 95,2.218,Project internal floor,2.929,6.4962,88.2,195.6276,0.1,0.17,0.0,180.0,True,0.0,,0.0,,945.0
2nd Floor plan - Zone 62,Floor,First floor - Zone 85,13.57,Project internal floor,2.929,39.7448,88.2,1196.874,0.1,0.17,0.0,180.0,True,0.0,,0.0,,5783.0
2nd Floor plan - Zone 62,Floor,First floor - Zone 88,9.549,Project internal floor,2.929,27.9678,88.2,842.2218,0.1,0.17,0.0,180.0,True,0.0,,0.0,,4069.0
2nd Floor plan - Zone 62,Floor,First floor - Zone 72,11.38,Project internal floor,2.929,33.3305,88.2,1003.716,0.1,0.17,0.0,180.0,True,0.0,,0.0,,4849.0
2nd Floor plan - Zone 62,Ceiling,3rd floor plan - Zone 25,2.145,Project internal floor_Reversed,2.929,6.2824,88.2,189.189,0.17,0.1,180.0,0.0,True,18.018,,18.018,,914.0
2nd Floor plan - Zone 62,Ceiling,3rd floor plan - Zone 2,31.341,Project internal floor_Reversed,2.929,91.7937,88.2,2764.276,0.17,0.1,180.0,0.0,True,263.264,,263.264,,13356.0
2nd Floor plan - Zone 62,Ceiling,3rd floor plan - Zone 6,0.019,Project internal floor_Reversed,2.929,0.0556,88.2,1.6758,0.17,0.1,180.0,0.0,True,0.16,,0.16,,8.0
2nd Floor plan - Zone 62,Ceiling,3rd floor plan - Zone 3,0.617,Project internal floor_Reversed,2.929,1.8071,88.2,54.4194,0.17,0.1,180.0,0.0,True,5.183,,5.183,,263.0
2nd Floor plan - Zone 62,Ceiling,Block 6 - Zone 1,0.024,Project internal floor_Reversed,2.929,0.0703,88.2,2.1168,0.17,0.1,180.0,0.0,True,0.202,,0.202,,10.0
2nd Floor plan - Zone 62,Roof,Outside,2.573,Best roof,0.223,0.5739,240.0,617.52,0.04,0.1,180.0,0.0,True,417.799,*,442.885,*,731.0
2nd Floor plan - Zone 62,Partition,2nd Floor plan - Zone 46,26.569,Project partition,1.639,43.5557,22.5,597.8026,0.13,0.13,268.94,90.0,True,71.736,,77.714,,10064.0
2nd Floor plan - Zone 62,Partition,2nd Floor plan - Zone 66,24.716,Project partition,1.639,40.518,22.5,556.11,0.13,0.13,180.0,90.0,True,0.0,,0.0,,9362.0
2nd Floor plan - Zone 62,Wall,Outside,14.347,Best wall,1.774,25.4529,143.164,2053.974,0.04,0.13,90.0,90.0,True,1904.995,,1947.175,,5434.0
2nd Floor plan - Zone 62,Partition,2nd Floor plan - Zone 59,23.632,Project partition,1.639,38.741,22.5,531.72,0.13,0.13,90.0,90.0,True,63.806,,69.124,,8952.0
2nd Floor plan - Zone 62,Partition,2nd Floor plan - Zone 50,24.39,Project partition,1.639,39.9836,22.5,548.775,0.13,0.13,0.5,90.0,True,65.853,,71.341,,9239.0
2nd Floor plan - Zone 62,Wall,Outside,12.883,Best wall,1.774,22.8556,143.164,1844.382,0.04,0.13,270.0,90.0,True,1710.605,,1748.481,,4880.0
2nd Floor plan - Zone 62,Wall,Outside,0.818,Best wall,1.774,1.4512,143.164,117.1082,0.04,0.13,0.0,90.0,True,108.614,,111.019,,310.0
2nd Floor plan - Zone 62,Glazing,Outside,5.818,SageGlass Climatop Blue No Tint,0.687,3.997,0.0,0.0,0.061,0.293,90.0,90.0,False,295.904,**,295.904,**,0.0
2nd Floor plan - Zone 62,Glazing,Outside,4.562,SageGlass Climatop Blue No Tint,0.687,3.1341,0.0,0.0,0.061,0.293,270.0,90.0,False,232.023,**,232.023,**,0.0
2nd Floor plan - Zone 46,Infiltration,Outside,,,,28.354,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 46,Floor,First floor - Zone 95,23.324,Project internal floor,2.929,68.313,88.2,2057.177,0.1,0.17,0.0,180.0,True,0.0,,0.0,,9939.0
2nd Floor plan - Zone 46,Ceiling,3rd floor plan - Zone 2,0.027,Project internal floor_Reversed,2.929,0.0791,88.2,2.3814,0.17,0.1,180.0,0.0,True,0.227,,0.227,,12.0
2nd Floor plan - Zone 46,Roof,Outside,23.296,Best roof,0.223,5.1961,240.0,5591.04,0.04,0.1,180.0,0.0,True,3782.758,*,4009.894,*,6618.0
2nd Floor plan - Zone 46,Partition,2nd Floor plan - Zone 89,25.207,Project partition,1.639,41.323,22.5,567.1576,0.13,0.13,270.0,90.0,True,0.0,,0.0,,9548.0
2nd Floor plan - Zone 46,Partition,2nd Floor plan - Zone 89,26.378,Project partition,1.639,43.2426,22.5,593.5051,0.13,0.13,180.0,90.0,True,0.0,,0.0,,9992.0
2nd Floor plan - Zone 46,Partition,2nd Floor plan - Zone 62,26.569,Project partition,1.639,43.5557,22.5,597.8026,0.13,0.13,88.94,90.0,True,0.0,,0.0,,10064.0
2nd Floor plan - Zone 46,Wall,Outside,16.835,Best wall,1.774,29.8668,143.164,2410.166,0.04,0.13,0.01,90.0,True,2235.351,,2284.846,,6377.0
2nd Floor plan - Zone 46,Partition,2nd Floor plan - Zone 89,2.57,Project partition,1.639,4.2131,22.5,57.825,0.13,0.13,328.04,90.0,True,0.0,,0.0,,973.0
2nd Floor plan - Zone 46,Glazing,Outside,6.869,SageGlass Climatop Blue No Tint,0.687,4.719,0.0,0.0,0.061,0.293,0.01,90.0,False,349.357,**,349.357,**,0.0
2nd Floor plan - Zone 85,Infiltration,Outside,,,,254.09,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 85,Floor,First floor - Zone 95,34.36,Project internal floor,2.929,100.636,88.2,3030.552,0.1,0.17,0.0,180.0,True,0.0,,0.0,,14642.0
2nd Floor plan - Zone 85,Floor,First floor - Zone 91,170.036,Project internal floor,2.929,498.0134,88.2,14997.18,0.1,0.17,0.0,180.0,True,0.0,,0.0,,72459.0
2nd Floor plan - Zone 85,Floor,First floor - Zone 90,0.677,Project internal floor,2.929,1.9828,88.2,59.7114,0.1,0.17,0.0,180.0,True,0.0,,0.0,,288.0
2nd Floor plan - Zone 85,Floor,First floor - Zone 83,0.307,Project internal floor,2.929,0.8992,88.2,27.0774,0.1,0.17,0.0,180.0,True,0.0,,0.0,,131.0
2nd Floor plan - Zone 85,Roof,Outside,205.37,Best roof,0.223,45.8073,240.0,49288.8,0.04,0.1,180.0,0.0,True,33347.57,*,35349.93,*,58344.0
2nd Floor plan - Zone 85,Partition,2nd Floor plan - Zone 84,190.602,Project partition,1.639,312.4623,22.5,4288.545,0.13,0.13,316.22,90.0,True,514.625,,557.511,,72198.0
2nd Floor plan - Zone 85,Partition,2nd Floor plan - Zone 89,136.795,Project partition,1.639,224.2541,22.5,3077.888,0.13,0.13,180.0,90.0,True,0.0,,0.0,,51816.0
2nd Floor plan - Zone 85,Partition,2nd Floor plan - Zone 89,91.833,Project partition,1.639,150.5459,22.5,2066.243,0.13,0.13,90.51,90.0,True,0.0,,0.0,,34785.0
2nd Floor plan - Zone 85,Partition,2nd Floor plan - Zone 89,40.06,Project partition,1.639,65.6721,22.5,901.3501,0.13,0.13,90.0,90.0,True,0.0,,0.0,,15174.0
2nd Floor plan - Zone 85,Wall,Outside,37.682,Best wall,1.774,66.8512,143.164,5394.706,0.04,0.13,270.0,90.0,True,5003.416,,5114.201,,14273.0
2nd Floor plan - Zone 85,Wall,Outside,24.86,Best wall,1.774,44.1038,143.164,3559.057,0.04,0.13,179.86,90.0,True,3300.911,,3373.999,,9417.0
2nd Floor plan - Zone 85,Wall,Outside,1.19,Best wall,1.774,2.1112,143.164,170.3652,0.04,0.13,170.36,90.0,True,158.008,,161.507,,451.0
2nd Floor plan - Zone 85,Wall,Outside,1.178,Best wall,1.774,2.0899,143.164,168.6472,0.04,0.13,163.93,90.0,True,156.415,,159.878,,446.0
2nd Floor plan - Zone 85,Wall,Outside,1.722,Best wall,1.774,3.055,143.164,246.5284,0.04,0.13,155.89,90.0,True,228.647,,233.71,,652.0
2nd Floor plan - Zone 85,Wall,Outside,1.178,Best wall,1.774,2.0899,143.164,168.6472,0.04,0.13,147.86,90.0,True,156.415,,159.878,,446.0
2nd Floor plan - Zone 85,Wall,Outside,1.153,Best wall,1.774,2.0455,143.164,165.0681,0.04,0.13,141.43,90.0,True,153.095,,156.485,,437.0
2nd Floor plan - Zone 85,Wall,Outside,0.755,Best wall,1.774,1.3394,143.164,108.0888,0.04,0.13,136.61,90.0,True,100.249,,102.469,,286.0
2nd Floor plan - Zone 85,Wall,Outside,11.704,Best wall,1.774,20.7639,143.164,1675.592,0.04,0.13,135.0,90.0,True,1554.057,,1588.467,,4433.0
2nd Floor plan - Zone 85,Wall,Outside,2.198,Best wall,1.774,3.8994,143.164,314.6745,0.04,0.13,128.77,90.0,True,291.85,,298.313,,833.0
2nd Floor plan - Zone 85,Wall,Outside,1.779,Best wall,1.774,3.1561,143.164,254.6888,0.04,0.13,117.65,90.0,True,236.216,,241.446,,674.0
2nd Floor plan - Zone 85,Wall,Outside,1.775,Best wall,1.774,3.149,143.164,254.1161,0.04,0.13,107.89,90.0,True,235.685,,240.903,,672.0
2nd Floor plan - Zone 85,Wall,Outside,2.079,Best wall,1.774,3.6883,143.164,297.638,0.04,0.13,97.23,90.0,True,276.05,,282.162,,787.0
2nd Floor plan - Zone 85,Wall,Outside,20.223,Best wall,1.774,35.8774,143.164,2895.206,0.04,0.13,90.0,90.0,True,2685.21,,2744.666,,7660.0
2nd Floor plan - Zone 85,Wall,Outside,41.453,Best wall,1.774,73.5413,143.164,5934.577,0.04,0.13,0.0,90.0,True,5504.129,,5626.001,,15702.0
2nd Floor plan - Zone 85,Glazing,Outside,15.729,SageGlass Climatop Blue No Tint,0.687,10.8058,0.0,0.0,0.061,0.293,270.0,90.0,False,799.977,**,799.977,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,10.272,SageGlass Climatop Blue No Tint,0.687,7.0569,0.0,0.0,0.061,0.293,179.86,90.0,False,522.434,**,522.434,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.32,SageGlass Climatop Blue No Tint,0.687,0.2198,0.0,0.0,0.061,0.293,170.36,90.0,False,16.275,**,16.275,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.331,SageGlass Climatop Blue No Tint,0.687,0.2274,0.0,0.0,0.061,0.293,163.93,90.0,False,16.835,**,16.835,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.541,SageGlass Climatop Blue No Tint,0.687,0.3717,0.0,0.0,0.061,0.293,155.89,90.0,False,27.515,**,27.515,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.331,SageGlass Climatop Blue No Tint,0.687,0.2274,0.0,0.0,0.061,0.293,147.86,90.0,False,16.835,**,16.835,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.357,SageGlass Climatop Blue No Tint,0.687,0.2453,0.0,0.0,0.061,0.293,141.43,90.0,False,18.157,**,18.157,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,4.799,SageGlass Climatop Blue No Tint,0.687,3.2969,0.0,0.0,0.061,0.293,135.0,90.0,False,244.077,**,244.077,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.725,SageGlass Climatop Blue No Tint,0.687,0.4981,0.0,0.0,0.061,0.293,128.77,90.0,False,36.874,**,36.874,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.512,SageGlass Climatop Blue No Tint,0.687,0.3517,0.0,0.0,0.061,0.293,117.65,90.0,False,26.04,**,26.04,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.515,SageGlass Climatop Blue No Tint,0.687,0.3538,0.0,0.0,0.061,0.293,107.89,90.0,False,26.193,**,26.193,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,0.67,SageGlass Climatop Blue No Tint,0.687,0.4603,0.0,0.0,0.061,0.293,97.23,90.0,False,34.076,**,34.076,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,8.361,SageGlass Climatop Blue No Tint,0.687,5.744,0.0,0.0,0.061,0.293,90.0,90.0,False,425.241,**,425.241,**,0.0
2nd Floor plan - Zone 85,Glazing,Outside,17.303,SageGlass Climatop Blue No Tint,0.687,11.8872,0.0,0.0,0.061,0.293,0.0,90.0,False,880.031,**,880.031,**,0.0
2nd Floor plan - Zone 84,Infiltration,Outside,,,,82.065,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 84,Floor,First floor - Zone 95,0.236,Project internal floor,2.929,0.6912,88.2,20.8152,0.1,0.17,0.0,180.0,True,0.0,,0.0,,101.0
2nd Floor plan - Zone 84,Floor,First floor - Zone 91,6.974,Project internal floor,2.929,20.4259,88.2,615.1068,0.1,0.17,0.0,180.0,True,0.0,,0.0,,2972.0
2nd Floor plan - Zone 84,Floor,First floor - Zone 90,59.149,Project internal floor,2.929,173.2397,88.2,5216.942,0.1,0.17,0.0,180.0,True,0.0,,0.0,,25206.0
2nd Floor plan - Zone 84,Floor,First floor - Zone 83,18.646,Project internal floor,2.929,54.6117,88.2,1644.577,0.1,0.17,0.0,180.0,True,0.0,,0.0,,7946.0
2nd Floor plan - Zone 84,Floor,Outside,2.515,Project external floor,0.246,0.6193,6.294,15.8294,0.1,0.17,0.0,180.0,True,23.674,,24.539,,1072.0
2nd Floor plan - Zone 84,Roof,Outside,87.566,Best roof,0.223,19.5314,240.0,21015.84,0.04,0.1,180.0,0.0,True,14218.79,*,15072.56,*,24877.0
2nd Floor plan - Zone 84,Partition,2nd Floor plan - Zone 89,14.201,Project partition,1.639,23.2803,22.5,319.5225,0.13,0.13,270.09,90.0,True,0.0,,0.0,,5379.0
2nd Floor plan - Zone 84,Partition,2nd Floor plan - Zone 85,190.602,Project partition,1.639,312.4623,22.5,4288.545,0.13,0.13,136.22,90.0,True,0.0,,0.0,,72198.0
2nd Floor plan - Zone 84,Partition,2nd Floor plan - Zone 63,63.199,Project partition,1.639,103.6049,22.5,1421.978,0.13,0.13,0.34,90.0,True,170.637,,184.857,,23939.0
2nd Floor plan - Zone 84,Partition,2nd Floor plan - Zone 83,44.742,Project partition,1.639,73.3475,22.5,1006.695,0.13,0.13,0.0,90.0,True,120.803,,130.87,,16948.0
2nd Floor plan - Zone 84,Wall,Outside,81.937,Best wall,1.774,145.3635,143.164,11730.43,0.04,0.13,180.0,90.0,True,10879.59,,11120.49,,31037.0
2nd Floor plan - Zone 84,Wall,Outside,79.072,Best wall,1.774,140.2807,143.164,11320.26,0.04,0.13,90.0,90.0,True,10499.18,,10731.65,,29952.0
2nd Floor plan - Zone 84,Wall,Outside,113.869,Best wall,1.774,202.0137,143.164,16301.94,0.04,0.13,316.02,90.0,True,15119.53,,15454.3,,43132.0
2nd Floor plan - Zone 84,Glazing,2nd Floor plan - Zone 89,118.222,Project internal glazing,2.178,257.4875,0.0,0.0,0.061,0.122,270.09,90.0,False,0.0,**,0.0,**,0.0
2nd Floor plan - Zone 84,Glazing,2nd Floor plan - Zone 63,29.455,Project internal glazing,2.178,64.153,0.0,0.0,0.061,0.122,0.34,90.0,False,397.643,**,397.643,**,0.0
2nd Floor plan - Zone 84,Glazing,Outside,34.203,SageGlass Climatop Blue No Tint,0.687,23.4975,0.0,0.0,0.061,0.293,180.0,90.0,False,1739.565,**,1739.565,**,0.0
2nd Floor plan - Zone 84,Glazing,Outside,33.007,SageGlass Climatop Blue No Tint,0.687,22.6758,0.0,0.0,0.061,0.293,90.0,90.0,False,1678.736,**,1678.736,**,0.0
2nd Floor plan - Zone 84,Glazing,Outside,47.532,SageGlass Climatop Blue No Tint,0.687,32.6545,0.0,0.0,0.061,0.293,316.02,90.0,False,2417.478,**,2417.478,**,0.0
2nd Floor plan - Zone 2,Infiltration,Outside,,,,138.214,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 2,Floor,First floor - Zone 1,107.926,Project internal floor,2.929,316.1013,88.2,9519.074,0.1,0.17,0.0,180.0,True,0.0,,0.0,,45991.0
2nd Floor plan - Zone 2,Roof,Outside,107.926,Best roof,0.223,24.0727,240.0,25902.24,0.04,0.1,180.0,0.0,True,17524.81,*,18577.09,*,30661.0
2nd Floor plan - Zone 2,Partition,2nd Floor plan - Zone 69,20.71,Project partition,1.639,33.9508,22.5,465.975,0.13,0.13,270.0,90.0,True,0.0,,0.0,,7845.0
2nd Floor plan - Zone 2,Partition,2nd Floor plan - Zone 69,55.045,Project partition,1.639,90.2377,22.5,1238.513,0.13,0.13,180.0,90.0,True,0.0,,0.0,,20850.0
2nd Floor plan - Zone 2,Partition,2nd Floor plan - Zone 3,57.225,Project partition,1.639,93.8115,22.5,1287.563,0.13,0.13,90.18,90.0,True,154.508,,167.383,,21676.0
2nd Floor plan - Zone 2,Wall,Outside,40.797,Best wall,1.774,72.3775,143.164,5840.662,0.04,0.13,0.0,90.0,True,5417.026,,5536.969,,15453.0
2nd Floor plan - Zone 2,Wall,Outside,5.123,Best wall,1.774,9.0887,143.164,733.4292,0.04,0.13,90.0,90.0,True,680.232,,695.294,,1941.0
2nd Floor plan - Zone 2,Wall,Outside,3.216,Best wall,1.774,5.7055,143.164,460.4154,0.04,0.13,270.0,90.0,True,427.021,,436.476,,1218.0
2nd Floor plan - Zone 2,Wall,Outside,0.954,Best wall,1.774,1.6925,143.164,136.5785,0.04,0.13,360.0,90.0,True,126.672,,129.477,,361.0
2nd Floor plan - Zone 2,Partition,2nd Floor plan - Zone 57,39.24,Project partition,1.639,64.3279,22.5,882.9001,0.13,0.13,270.0,90.0,True,105.948,,114.777,,14864.0
2nd Floor plan - Zone 2,Glazing,Outside,13.069,SageGlass Climatop Blue No Tint,0.687,8.9784,0.0,0.0,0.061,0.293,0.0,90.0,False,664.689,**,664.689,**,0.0
2nd Floor plan - Zone 2,Glazing,Outside,1.635,SageGlass Climatop Blue No Tint,0.687,1.1232,0.0,0.0,0.061,0.293,90.0,90.0,False,83.156,**,83.156,**,0.0
2nd Floor plan - Zone 2,Glazing,Outside,0.409,SageGlass Climatop Blue No Tint,0.687,0.281,0.0,0.0,0.061,0.293,360.0,90.0,False,20.802,**,20.802,**,0.0
2nd Floor plan - Zone 2,Glazing,Outside,0.818,SageGlass Climatop Blue No Tint,0.687,0.562,0.0,0.0,0.061,0.293,270.0,90.0,False,41.603,**,41.603,**,0.0
2nd Floor plan - Zone 53,Infiltration,Outside,,,,126.401,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 53,Floor,First floor - Zone 35,71.916,Project internal floor,2.929,210.6326,88.2,6342.992,0.1,0.17,0.0,180.0,True,0.0,,0.0,,30646.0
2nd Floor plan - Zone 53,Floor,First floor - Zone 30,27.108,Project internal floor,2.929,79.3958,88.2,2390.926,0.1,0.17,0.0,180.0,True,0.0,,0.0,,11552.0
2nd Floor plan - Zone 53,Floor,First floor - Zone 38,0.134,Project internal floor,2.929,0.3925,88.2,11.8188,0.1,0.17,0.0,180.0,True,0.0,,0.0,,57.0
2nd Floor plan - Zone 53,Roof,Outside,99.158,Best roof,0.223,22.117,240.0,23797.92,0.04,0.1,180.0,0.0,True,16101.08,*,17067.87,*,28170.0
2nd Floor plan - Zone 53,Partition,2nd Floor plan - Zone 48,30.516,Project partition,1.639,50.0262,22.5,686.61,0.13,0.13,270.0,90.0,True,82.393,,89.259,,11559.0
2nd Floor plan - Zone 53,Partition,2nd Floor plan - Zone 69,50.685,Project partition,1.639,83.0902,22.5,1140.413,0.13,0.13,180.0,90.0,True,0.0,,0.0,,19199.0
2nd Floor plan - Zone 53,Partition,2nd Floor plan - Zone 69,11.064,Project partition,1.639,18.1377,22.5,248.94,0.13,0.13,90.0,90.0,True,0.0,,0.0,,4191.0
2nd Floor plan - Zone 53,Wall,Outside,9.685,Best wall,1.774,17.1821,143.164,1386.543,0.04,0.13,90.0,90.0,True,1285.974,,1314.448,,3669.0
2nd Floor plan - Zone 53,Partition,2nd Floor plan - Zone 54,38.15,Project partition,1.639,62.541,22.5,858.3751,0.13,0.13,90.0,90.0,True,103.005,,111.589,,14451.0
2nd Floor plan - Zone 53,Wall,Outside,38.182,Best wall,1.774,67.7383,143.164,5466.288,0.04,0.13,0.0,90.0,True,5069.806,,5182.061,,14463.0
2nd Floor plan - Zone 53,Wall,Outside,4.033,Best wall,1.774,7.1549,143.164,577.3804,0.04,0.13,270.0,90.0,True,535.502,,547.359,,1528.0
2nd Floor plan - Zone 53,Wall,Outside,1.363,Best wall,1.774,2.4181,143.164,195.1325,0.04,0.13,360.0,90.0,True,180.979,,184.986,,516.0
2nd Floor plan - Zone 53,Partition,2nd Floor plan - Zone 45,26.706,Project partition,1.639,43.7803,22.5,600.885,0.13,0.13,270.0,90.0,True,72.106,,78.115,,10116.0
2nd Floor plan - Zone 53,Glazing,Outside,2.359,SageGlass Climatop Blue No Tint,0.687,1.6206,0.0,0.0,0.061,0.293,90.0,90.0,False,119.979,**,119.979,**,0.0
2nd Floor plan - Zone 53,Glazing,Outside,11.141,SageGlass Climatop Blue No Tint,0.687,7.6539,0.0,0.0,0.061,0.293,0.0,90.0,False,566.631,**,566.631,**,0.0
2nd Floor plan - Zone 48,Infiltration,Outside,,,,68.502,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 48,Floor,First floor - Zone 30,26.681,Project internal floor,2.929,78.1452,88.2,2353.264,0.1,0.17,0.0,180.0,True,0.0,,0.0,,11370.0
2nd Floor plan - Zone 48,Floor,First floor - Zone 38,26.341,Project internal floor,2.929,77.1494,88.2,2323.276,0.1,0.17,0.0,180.0,True,0.0,,0.0,,11225.0
2nd Floor plan - Zone 48,Ceiling,3rd floor plan - Zone 16,0.875,Project internal floor_Reversed,2.929,2.5628,88.2,77.175,0.17,0.1,180.0,0.0,True,7.35,,7.35,,373.0
2nd Floor plan - Zone 48,Ceiling,3rd floor plan - Zone 23,1.14,Project internal floor_Reversed,2.929,3.3389,88.2,100.548,0.17,0.1,180.0,0.0,True,9.576,,9.576,,486.0
2nd Floor plan - Zone 48,Roof,Outside,51.001,Best roof,0.223,11.3757,240.0,12240.24,0.04,0.1,180.0,0.0,True,8281.44,*,8778.7,*,14489.0
2nd Floor plan - Zone 48,Partition,2nd Floor plan - Zone 49,55.042,Project partition,1.639,90.2328,22.5,1238.445,0.13,0.13,270.0,90.0,True,148.613,,160.998,,20849.0
2nd Floor plan - Zone 48,Partition,2nd Floor plan - Zone 66,28.613,Project partition,1.639,46.9066,22.5,643.7926,0.13,0.13,180.0,90.0,True,0.0,,0.0,,10838.0
2nd Floor plan - Zone 48,Partition,2nd Floor plan - Zone 69,24.525,Project partition,1.639,40.2049,22.5,551.8126,0.13,0.13,90.0,90.0,True,0.0,,0.0,,9290.0
2nd Floor plan - Zone 48,Partition,2nd Floor plan - Zone 53,30.516,Project partition,1.639,50.0262,22.5,686.61,0.13,0.13,90.0,90.0,True,0.0,,0.0,,11559.0
2nd Floor plan - Zone 48,Partition,2nd Floor plan - Zone 45,28.613,Project partition,1.639,46.9066,22.5,643.7926,0.13,0.13,0.0,90.0,True,77.255,,83.693,,10838.0
2nd Floor plan - Zone 49,Infiltration,Outside,,,,71.842,,,,,,,False,0.0,,,,
2nd Floor plan - Zone 49,Floor,First floor - Zone 36,26.676,Project internal floor,2.929,78.1305,88.2,2352.823,0.1,0.17,0.0,180.0,True,0.0,,0.0,,11368.0
2nd Floor plan - Zone 49,Floor,First floor - Zone 41,0.93,Project internal floor,2.929,2.7238,88.2,82.026,0.1,0.17,0.0,180.0,True,0.0,,0.0,,396.0
2nd Floor plan - Zone 49,Floor,First floor - Zone 42,0.796,Project internal floor,2.929,2.3314,88.2,70.2072,0.1,0.17,0.0,180.0,True,0.0,,0.0,,339.0
2nd Floor plan - Zone 49,Floor,First floor - Zone 38,26.347,Project internal floor,2.929,77.1669,88.2,2323.805,0.1,0.17,0.0,180.0,True,0.0,,0.0,,11227.0
2nd Floor plan - Zone 49,Floor,First floor - Zone 43,0.901,Project internal floor,2.929,2.6389,88.2,79.4682,0.1,0.17,0.0,180.0,True,0.0,,0.0,,384.0
2nd Floor plan - Zone 49,Ceiling,3rd floor plan - Zone 24,6.761,Project internal floor_Reversed,2.929,19.8021,88.2,596.3203,0.17,0.1,180.0,0.0,True,56.792,,56.792,,2881.0
2nd Floor plan - Zone 49,Ceiling,3rd floor plan - Zone 16,14.424,Project internal floor_Reversed,2.929,42.246,88.2,1272.197,0.17,0.1,180.0,0.0,True,121.162,,121.162,,6147.0
2nd Floor plan - Zone 49,Ceiling,3rd floor plan - Zone 19,14.133,Project internal floor_Reversed,2.929,41.3937,88.2,1246.531,0.17,0.1,180.0,0.0,True,118.717,,118.717,,6023.0
2nd Floor plan - Zone 49,Ceiling,3rd floor plan - Zone 23,20.072,Project internal floor_Reversed,2.929,58.7883,88.2,1770.351,0.17,0.1,180.0,0.0,True,168.605,,168.605,,8553.0
2nd Floor plan - Zone 49,Roof,Outside,0.26,Best roof,0.223,0.058,240.0,62.4,0.04,0.1,180.0,0.0,True,42.218,*,44.753,*,74.0
2nd Floor plan - Zone 49,Partition,2nd Floor plan - Zone 52,20.485,Project partition,1.639,33.582,22.5,460.9126,0.13,0.13,270.14,90.0,True,55.31,,59.919,,7759.0
2nd Floor plan - Zone 49,Partition,2nd Floor plan - Zone 51,16.843,Project partition,1.639,27.6115,22.5,378.9675,0.13,0.13,270.14,90.0,True,45.476,,49.266,,6380.0
2nd Floor plan - Zone 49,Partition,2nd Floor plan - Zone 47,17.171,Project partition,1.639,28.1492,22.5,386.3475,0.13,0.13,270.14,90.0,True,46.362,,50.225,,6504.0
